anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_10,gate_patch_12
2025-04-16,0.0802014,0.15663917,0.21551141,0.35350302,0.19414504
2025-04-17,0.05627465,0.04828774,0.25387064,0.45341086,0.18815616
2025-04-21,0.047016185,0.118320554,0.13947438,0.42409647,0.2710924
2025-04-22,0.061359115,0.08993272,0.23531336,0.3293759,0.28401884
2025-04-23,0.057265144,0.23637164,0.18072186,0.2568366,0.2688048
2025-04-24,0.10632622,0.35805944,0.16584033,0.21663378,0.15314025
2025-04-25,0.32952183,0.15750128,0.16472332,0.19808625,0.15016739
2025-04-28,0.12144133,0.31149817,0.09770162,0.21472992,0.25462896
2025-04-29,0.13765138,0.4063024,0.099187076,0.14056993,0.21628924
2025-04-30,0.22317924,0.3011608,0.157558,0.089564525,0.22853744
2025-05-01,0.42584032,0.27777517,0.11766619,0.050636142,0.12808208
2025-05-02,0.57946336,0.093369104,0.17886014,0.039756637,0.10855081
2025-05-05,0.3887818,0.1721722,0.19124071,0.07117251,0.1766327
2025-05-06,0.20282553,0.12858415,0.31228232,0.109439895,0.24686804
2025-05-07,0.26277748,0.07297043,0.35603803,0.13511607,0.17309795
2025-05-08,0.12450055,0.09217584,0.29309902,0.29413575,0.19608885
2025-05-09,0.03992221,0.08116722,0.20351262,0.45787776,0.21752019
2025-05-12,0.024275882,0.1425423,0.13085335,0.50068223,0.20164621
2025-05-13,0.033113685,0.21447541,0.08336511,0.40048528,0.2685605
2025-05-14,0.055603266,0.3114405,0.102193475,0.30239356,0.2283692
2025-05-15,0.14774214,0.3901311,0.10093203,0.22075833,0.14043637
2025-05-16,0.27309823,0.3307204,0.088877976,0.13426954,0.1730338
2025-05-19,0.302041,0.36666068,0.08312368,0.06381434,0.18436033
2025-05-20,0.43774322,0.30056685,0.098990485,0.02907398,0.13362543
2025-05-21,0.53441125,0.20398244,0.13248467,0.018379588,0.11074201
2025-05-22,0.648699,0.09880652,0.14987206,0.01867373,0.08394869
2025-05-23,0.5359154,0.05980053,0.26536933,0.05083494,0.088079914
2025-05-27,0.18484257,0.08869034,0.3103604,0.24544844,0.1706583
2025-05-28,0.044304095,0.0717503,0.25872305,0.40201417,0.2232084
2025-05-29,0.05006654,0.07224281,0.25526673,0.38520908,0.23721488
2025-05-30,0.046997212,0.06436339,0.25897565,0.3929274,0.23673628
2025-06-02,0.028775446,0.066411816,0.22057456,0.4616719,0.22256625
2025-06-03,0.034787316,0.068963915,0.23139624,0.4978894,0.1669631
2025-06-04,0.024370728,0.06511885,0.16302799,0.50527465,0.24220777
2025-06-05,0.026312582,0.08611121,0.1473085,0.5129059,0.22736174
2025-06-06,0.034291,0.22608098,0.110792644,0.3771908,0.2516446
2025-06-09,0.08439214,0.24483064,0.14132248,0.25915417,0.2703006
2025-06-10,0.21462667,0.31872022,0.13836743,0.13451225,0.19377342
2025-06-11,0.347094,0.1844601,0.15802093,0.11536042,0.1950646
2025-06-12,0.14710358,0.38976452,0.11899112,0.12943769,0.21470307
2025-06-13,0.25393474,0.26944888,0.17127268,0.11344837,0.19189532
2025-06-16,0.2699983,0.22888485,0.12901215,0.11577349,0.25633124
2025-06-17,0.1662176,0.31602576,0.13056973,0.1519997,0.2351872
2025-06-18,0.40713137,0.18949674,0.18105628,0.10824316,0.11407245
2025-06-20,0.3728308,0.14237876,0.20612551,0.10890131,0.16976368
2025-06-23,0.2732194,0.1574909,0.22774416,0.09890633,0.24263927
2025-06-24,0.24154593,0.112492,0.31488547,0.097353704,0.23372285
2025-06-25,0.17324212,0.112972535,0.32374895,0.16774273,0.22229362
2025-06-26,0.09445459,0.090804115,0.3016269,0.29094386,0.2221706
2025-06-27,0.06092024,0.07630438,0.22642368,0.4951574,0.1411943
2025-06-30,0.03223642,0.109534755,0.13047032,0.5643809,0.16337767
2025-07-01,0.026836252,0.17070095,0.091673665,0.41321418,0.29757497
2025-07-02,0.092579104,0.3670771,0.11611872,0.20321074,0.22101425
2025-07-03,0.17290987,0.36918223,0.10036674,0.15641397,0.20112722
2025-07-07,0.214954,0.33233792,0.089027196,0.12922841,0.23445246
2025-07-08,0.276762,0.3936586,0.09851475,0.087709874,0.14335477
2025-07-09,0.48888695,0.24596539,0.09077331,0.06434549,0.110028796
2025-07-10,0.46594065,0.27666518,0.09594754,0.038358543,0.123088054
2025-07-11,0.537565,0.19011119,0.12359594,0.02853889,0.12018902
2025-07-14,0.5325994,0.1389933,0.22442332,0.028373549,0.07561041
2025-07-15,0.43215975,0.11026143,0.2853664,0.069981664,0.10223074
2025-07-16,0.14883277,0.06846038,0.3609838,0.27923918,0.14248385
2025-07-17,0.04921523,0.10513342,0.23434716,0.5306723,0.08063192
2025-07-18,0.016477296,0.08972499,0.110624515,0.63609666,0.14707662
2025-07-21,0.023343625,0.1471047,0.08555119,0.5069343,0.23706612
2025-07-22,0.091047876,0.29379767,0.11316359,0.25526932,0.24672158
2025-07-23,0.15868996,0.3609584,0.12526378,0.124839805,0.23024815
2025-07-24,0.31514245,0.32647678,0.11794161,0.0657657,0.1746734
2025-07-25,0.42759266,0.18919598,0.1662594,0.05540879,0.16154316
2025-07-28,0.319736,0.26892838,0.1259099,0.09210754,0.19331807
2025-07-29,0.2092172,0.28301623,0.17365414,0.12108195,0.21303041
2025-07-30,0.39827383,0.21087801,0.14229085,0.10203948,0.14651784
