anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12
2025-02-21,0.039316602,0.19134532,0.4099264,0.35941163
2025-02-24,0.2216157,0.14273311,0.20097217,0.43467903
2025-02-25,0.13003707,0.17325057,0.22162277,0.4750896
2025-02-26,0.16395281,0.15788057,0.19104698,0.48711962
2025-02-27,0.17121664,0.08189417,0.50545275,0.24143645
2025-02-28,0.059133828,0.15725596,0.38047707,0.4031331
2025-03-03,0.21927941,0.15712161,0.18808429,0.4355147
2025-03-04,0.14777751,0.121247746,0.29092884,0.44004583
2025-03-05,0.14390525,0.11744216,0.32990152,0.40875107
2025-03-06,0.18717271,0.110868774,0.30597833,0.3959802
2025-03-07,0.21826702,0.20746225,0.08879029,0.4854804
2025-03-10,0.19390275,0.084478356,0.46184474,0.2597742
2025-03-11,0.05672359,0.109643765,0.6294026,0.20423013
2025-03-12,0.0960869,0.1592043,0.29527444,0.44943437
2025-03-13,0.14905539,0.078803726,0.33083576,0.4413051
2025-03-14,0.17696203,0.16896042,0.17827067,0.47580686
2025-03-17,0.18080033,0.115174316,0.22012879,0.48389655
2025-03-18,0.15537383,0.13679868,0.27117285,0.4366547
2025-03-19,0.15221892,0.14317863,0.30362743,0.40097502
2025-03-20,0.12948439,0.17788284,0.1828278,0.50980496
2025-03-21,0.19349656,0.11103058,0.24947897,0.445994
2025-03-24,0.095843606,0.18276252,0.1931641,0.5282297
2025-03-25,0.08453233,0.11273806,0.6098199,0.19290975
2025-03-26,0.043399993,0.19246034,0.3710767,0.39306295
2025-03-27,0.21955885,0.1289664,0.2616918,0.38978297
2025-03-28,0.12445046,0.17394124,0.19736049,0.5042477
2025-03-31,0.109683,0.12317366,0.3871572,0.37998614
2025-04-01,0.11674009,0.18997572,0.24080667,0.4524775
2025-04-02,0.17374182,0.10053928,0.18606986,0.53964895
2025-04-03,0.1344221,0.16803576,0.31708044,0.38046175
2025-04-04,0.11100655,0.16474354,0.4915756,0.23267424
2025-04-07,0.072292134,0.16015002,0.42646727,0.34109053
2025-04-08,0.1368763,0.14205891,0.2361259,0.48493895
2025-04-09,0.13223474,0.10796048,0.42546847,0.3343363
2025-04-10,0.102958955,0.1644119,0.13296779,0.5996614
2025-04-11,0.31099364,0.08089729,0.27963096,0.32847813
2025-04-14,0.08106851,0.15121572,0.18425661,0.58345914
2025-04-15,0.17267363,0.08368633,0.41804317,0.32559693
2025-04-16,0.061968267,0.09855446,0.62311625,0.21636109
2025-04-17,0.1300411,0.21494772,0.19935453,0.45565665
2025-04-21,0.1655973,0.09506763,0.19778202,0.54155296
2025-04-22,0.1344028,0.14640754,0.24496606,0.4742236
2025-04-23,0.14923388,0.12793061,0.5029854,0.21985011
2025-04-24,0.052323826,0.1308725,0.59434205,0.22246157
2025-04-25,0.1138539,0.17114241,0.33581933,0.37918434
2025-04-28,0.15068941,0.1129246,0.3900744,0.34631157
2025-04-29,0.15797068,0.17467323,0.3719673,0.29538876
2025-04-30,0.07378667,0.1957557,0.20848604,0.52197164
2025-05-01,0.16123511,0.17433444,0.26271436,0.40171617
2025-05-02,0.12616418,0.13934459,0.2444481,0.49004316
2025-05-05,0.13992105,0.11268399,0.35815355,0.38924143
2025-05-06,0.17316425,0.14759138,0.28515524,0.39408904
2025-05-07,0.21090537,0.11608804,0.22205923,0.45094734
2025-05-08,0.13537377,0.17506333,0.21602027,0.47354257
2025-05-09,0.12049429,0.11670112,0.4976289,0.26517576
2025-05-12,0.109668955,0.11723502,0.59398425,0.17911178
2025-05-13,0.08861503,0.14238983,0.4418531,0.3271419
2025-05-14,0.10758934,0.10579991,0.62363434,0.16297634
2025-05-15,0.050582014,0.13989852,0.5913434,0.21817605
2025-05-16,0.13827981,0.17138575,0.27074912,0.41958532
2025-05-19,0.21151857,0.14337954,0.16016878,0.48493314
2025-05-20,0.14049263,0.14457665,0.22044767,0.49448302
2025-05-21,0.17841531,0.13836965,0.3428339,0.3403811
2025-05-22,0.12523894,0.13384658,0.20766287,0.53325164
2025-05-23,0.14225999,0.18047202,0.21720974,0.46005833
2025-05-27,0.15383187,0.12075357,0.3297025,0.39571205
2025-05-28,0.1153207,0.1461114,0.28496528,0.45360264
2025-05-29,0.13579723,0.15175231,0.12753332,0.5849171
2025-05-30,0.31624478,0.10219904,0.2480416,0.33351457
